S.no,employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
4046,00-78479914,Sarah,Gonzalez,Female,New York,New York City,27-01-2022,IT,IT Manager,Bachelor,"83,373",Good,No,17-03-2001,
4047,00-98616493,Karen,Smith,Male,New York,Buffalo,12-02-2022,Customer Service,Support Specialist,High School,"82,303",Satisfactory,Yes,25-03-1970,
4048,00-79956373,Patricia,Jackson,Female,New York,New York City,24-05-2016,Customer Service,Customer Service Manager,Master,"93,944",Satisfactory,Yes,23-03-1978,
4049,00-63971244,Joseph,Anderson,Female,Pennsylvania,Pittsburgh,19-10-2015,Customer Service,Support Specialist,Bachelor,"85,123",Satisfactory,No,25-03-1968,
4050,00-13890627,Patricia,Thomas,Female,New York,New York City,16-05-2021,Sales,Sales Consultant,High School,"1,08,962",Satisfactory,No,23-03-1977,
4051,00-20079941,Jessica,Anderson,Male,New York,New York City,12-06-2016,Customer Service,Customer Service Representative,Bachelor,"50,550",Good,No,20-03-1988,
4052,00-56977115,Linda,Martinez,Male,New York,Buffalo,29-08-2020,Customer Service,Customer Service Representative,PhD,"1,10,351",Good,No,18-03-1996,
4053,00-35447216,Robert,Johnson,Male,North Carolina,Greensboro,18-12-2018,Operations,Operations Analyst,Master,"1,18,699",Needs Improvement,Yes,25-03-1968,
4054,00-41637859,Barbara,Taylor,Female,New York,Buffalo,16-12-2016,Sales,Sales Representative,Bachelor,"74,926",Good,No,20-03-1991,
4055,00-55560245,Jessica,Smith,Female,Ohio,Columbus,07-11-2022,Operations,Logistics Coordinator,High School,"81,808",Needs Improvement,No,25-03-1968,
4056,00-99386081,Susan,Miller,Female,New York,Rochester,19-10-2021,Sales,Sales Specialist,PhD,"87,510",Satisfactory,Yes,25-03-1970,
4057,00-28161694,Joseph,Davis,Female,Michigan,Warren,01-04-2021,Operations,Operations Analyst,Master,"1,01,498",Good,Yes,22-03-1982,
4058,00-42178190,Karen,Williams,Male,Michigan,Warren,22-03-2023,Sales,Sales Representative,PhD,"1,03,118",Good,No,19-03-1994,
4059,00-30873661,Jessica,Davis,Male,Ohio,Cleveland,19-09-2024,Operations,Operations Analyst,Bachelor,"90,860",Satisfactory,No,16-03-2004,
4060,00-94660344,Jennifer,Johnson,Female,Virginia,Virginia Beach,11-08-2019,Operations,Inventory Specialist,Bachelor,"82,223",Satisfactory,Yes,21-03-1987,
4061,00-25661988,William,Jones,Male,New York,New York City,14-03-2019,Operations,Inventory Specialist,Bachelor,"83,479",Excellent,No,22-03-1983,
4062,00-65781202,Michael,Gonzalez,Male,New York,New York City,20-12-2023,Sales,Sales Representative,Bachelor,"78,462",Good,No,19-03-1992,
4063,00-14315707,Elizabeth,Rodriguez,Female,New York,Buffalo,30-01-2019,Sales,Sales Specialist,High School,"90,171",Needs Improvement,No,20-03-1991,
4064,00-48988973,Robert,Williams,Female,Pennsylvania,Philadelphia,07-03-2016,Operations,Inventory Specialist,Master,"84,752",Good,No,25-03-1968,
4065,00-86185885,David,Thomas,Male,New York,Rochester,29-03-2018,Marketing,SEO Specialist,High School,"1,19,661",Satisfactory,Yes,21-03-1985,
4066,00-93947812,Elizabeth,Gonzalez,Female,New York,New York City,02-09-2020,Operations,Operations Manager,Master,"59,777",Good,No,19-03-1994,
4067,00-26510980,Susan,Rodriguez,Female,New York,Buffalo,13-03-2022,Operations,Operations Analyst,Master,"1,00,776",Good,No,21-03-1986,
4068,00-90024887,Thomas,Anderson,Female,Illinois,Chicago,03-11-2017,IT,IT Support Specialist,Bachelor,"92,363",Good,No,20-03-1991,
4069,00-93452683,Karen,Taylor,Male,New York,Buffalo,15-03-2019,Marketing,Marketing Manager,Master,"81,439",Excellent,No,16-03-2004,19-06-2021
4070,00-26002695,William,Lopez,Male,New York,Rochester,05-11-2015,IT,Software Developer,Master,"1,12,928",Needs Improvement,No,25-03-1968,
4071,00-41488594,Mary,Hernandez,Female,New York,Buffalo,12-02-2024,Sales,Sales Consultant,Master,"92,504",Good,No,19-03-1992,
4072,00-13450881,Thomas,Williams,Male,New York,New York City,25-10-2017,Customer Service,Help Desk Technician,Master,"81,275",Good,Yes,24-03-1974,
4073,00-61529903,Jennifer,Martinez,Male,New York,New York City,09-05-2023,Sales,Sales Manager,High School,"85,212",Needs Improvement,Yes,23-03-1978,15-03-2026
4074,00-89233826,Richard,Brown,Male,Michigan,Warren,19-04-2015,Operations,Inventory Specialist,PhD,"81,764",Excellent,No,23-03-1976,
4075,00-91488404,Patricia,Jones,Female,New York,New York City,26-10-2020,Operations,Inventory Specialist,High School,"1,00,562",Good,No,22-03-1983,29-09-2021
4076,00-45736828,Joseph,Williams,Male,New York,Buffalo,09-07-2021,Customer Service,Customer Service Manager,High School,"64,087",Good,No,19-03-1994,
4077,00-28628500,Michael,Williams,Male,New York,Buffalo,30-06-2015,Sales,Sales Manager,Master,"56,907",Good,No,19-03-1993,
4078,00-74504742,Jennifer,Moore,Female,Michigan,Warren,25-01-2021,Operations,Inventory Specialist,Bachelor,"67,519",Needs Improvement,Yes,18-03-1997,
4079,00-18063521,Sarah,Gonzalez,Female,New York,New York City,18-12-2017,Sales,Sales Specialist,Bachelor,"98,749",Satisfactory,Yes,17-03-2002,
4080,00-93010605,Richard,Gonzalez,Female,New York,Rochester,12-10-2021,Marketing,Marketing Coordinator,Master,"71,486",Satisfactory,No,17-03-2002,
4081,00-96883337,John,Martinez,Male,New York,New York City,13-02-2018,Customer Service,Support Specialist,Bachelor,"83,736",Satisfactory,No,23-03-1979,12-04-2021
4082,00-39908806,Jessica,Garcia,Female,Michigan,Detroit,29-11-2022,Operations,Inventory Specialist,High School,"96,394",Satisfactory,No,26-03-1967,
4083,00-79634711,David,Martin,Female,Florida,Tampa,21-09-2024,Operations,Logistics Coordinator,PhD,"92,423",Good,No,24-03-1974,
4084,00-38634020,Jessica,Martin,Female,Pennsylvania,Allentown,29-11-2016,Customer Service,Customer Service Representative,High School,"94,566",Satisfactory,No,21-03-1984,
4085,00-87145866,Jessica,Martin,Female,Pennsylvania,Allentown,29-12-2020,Operations,Operations Analyst,PhD,"1,08,140",Good,No,23-03-1977,27-03-2023
4086,00-93984686,Patricia,Johnson,Male,New York,Buffalo,30-07-2021,IT,Software Developer,Master,"63,549",Excellent,Yes,21-03-1984,23-08-2023
4087,00-40854702,Charles,Johnson,Male,New York,New York City,28-10-2018,Finance,Accounts Payable Specialist,High School,"67,480",Satisfactory,No,25-03-1971,
4088,00-84026266,Susan,Martin,Male,New York,Rochester,19-04-2019,Customer Service,Help Desk Technician,High School,"1,04,938",Good,Yes,20-03-1991,
4089,00-72814294,Richard,Smith,Female,New York,Buffalo,30-08-2018,Sales,Sales Manager,Bachelor,"61,412",Satisfactory,Yes,17-03-2001,13-10-2020
4090,00-27385304,Richard,Garcia,Male,New York,Rochester,14-07-2016,IT,IT Support Specialist,Master,"87,448",Good,No,18-03-1998,
4091,00-27536319,William,Lopez,Male,Michigan,Warren,16-04-2018,Operations,Operations Manager,Master,"80,688",Satisfactory,No,21-03-1984,
4092,00-42266307,David,Garcia,Male,New York,Buffalo,10-03-2022,Operations,Operations Analyst,PhD,"1,09,396",Good,No,26-03-1967,
4093,00-70030521,Susan,Lopez,Male,New York,Buffalo,23-02-2020,Sales,Sales Consultant,PhD,"83,031",Excellent,No,25-03-1969,
4094,00-57327826,Robert,Hernandez,Female,New York,New York City,29-11-2016,Customer Service,Customer Service Representative,Master,"88,068",Good,Yes,23-03-1978,
4095,00-89534224,Mary,Williams,Female,New York,Rochester,07-07-2020,Sales,Sales Specialist,Bachelor,"70,682",Excellent,No,24-03-1974,
4096,00-95166003,Jennifer,Martin,Male,New York,Buffalo,23-04-2021,Operations,Inventory Specialist,Master,"71,247",Good,No,20-03-1991,
4097,00-63339265,Jessica,Rodriguez,Male,New York,Rochester,17-10-2024,Customer Service,Customer Service Manager,Bachelor,"57,893",Good,No,20-03-1990,
4098,00-55556058,William,Johnson,Female,New York,Buffalo,04-01-2015,Operations,Operations Manager,Master,"61,754",Satisfactory,Yes,22-03-1983,
4099,00-21025737,Robert,Martinez,Male,New York,New York City,27-08-2019,IT,System Administrator,PhD,"91,964",Good,No,20-03-1990,
4100,00-82928246,David,Williams,Male,New York,Rochester,06-04-2017,IT,IT Support Specialist,PhD,"82,460",Good,Yes,22-03-1983,
4101,00-48160814,Susan,Williams,Female,New York,Buffalo,19-06-2016,IT,IT Support Specialist,Bachelor,"52,852",Good,No,21-03-1987,11-12-2018
4102,00-28889443,James,Gonzalez,Male,New York,New York City,17-04-2017,Sales,Sales Specialist,PhD,"59,991",Good,Yes,17-03-2000,
4103,00-76864596,Thomas,Thomas,Female,New York,New York City,13-01-2020,Customer Service,Customer Service Representative,Bachelor,"1,00,121",Satisfactory,No,22-03-1982,
4104,00-35312636,Michael,Taylor,Female,New York,New York City,20-03-2018,Customer Service,Customer Service Manager,High School,"1,13,040",Needs Improvement,No,18-03-1999,
4105,00-61619059,Mary,Davis,Female,Pennsylvania,Philadelphia,15-04-2024,IT,Software Developer,High School,"1,16,139",Satisfactory,No,22-03-1981,
4106,00-21655092,Thomas,Martinez,Female,Michigan,Detroit,15-09-2019,Customer Service,Help Desk Technician,High School,"73,689",Needs Improvement,No,17-03-2003,
4107,00-36738390,John,Davis,Female,New York,Buffalo,16-03-2021,Marketing,Marketing Manager,Bachelor,"58,757",Good,No,17-03-2002,
4108,00-65768027,Jessica,Wilson,Male,New York,Buffalo,18-02-2020,Sales,Sales Representative,PhD,"81,479",Excellent,No,23-03-1978,
4109,00-71222108,Richard,Martinez,Male,New York,Buffalo,28-11-2018,Customer Service,Support Specialist,Master,"57,624",Excellent,No,20-03-1991,
4110,00-77681203,Patricia,Martin,Male,Pennsylvania,Pittsburgh,15-01-2024,IT,System Administrator,Bachelor,"96,953",Satisfactory,No,18-03-1997,24-10-2024
4111,00-28751567,Richard,Martin,Male,New York,New York City,09-06-2021,IT,System Administrator,Master,"76,925",Good,No,20-03-1989,
4112,00-82122731,Karen,Jones,Male,New York,New York City,01-10-2022,Operations,Operations Analyst,Bachelor,"60,780",Excellent,Yes,20-03-1991,
4113,00-19372830,Elizabeth,Taylor,Female,New York,Buffalo,09-10-2018,Operations,Operations Manager,PhD,"52,993",Satisfactory,No,19-03-1995,
4114,00-12330551,Susan,Jones,Male,New York,Buffalo,28-02-2015,Sales,Sales Representative,PhD,"86,889",Good,No,18-03-1998,
4115,00-26548517,Elizabeth,Martinez,Male,New York,Rochester,09-05-2020,HR,HR Assistant,Bachelor,"64,072",Good,No,23-03-1978,
4116,00-85495736,Linda,Rodriguez,Male,Pennsylvania,Allentown,10-07-2016,Operations,Inventory Specialist,PhD,"82,669",Good,No,17-03-2001,
4117,00-47832433,Mary,Wilson,Male,New York,Rochester,02-09-2018,Sales,Sales Representative,Bachelor,"95,203",Good,No,19-03-1994,
4118,00-31163870,Linda,Lopez,Male,New York,Rochester,14-12-2021,Sales,Sales Consultant,PhD,"1,10,567",Satisfactory,No,18-03-1997,
4119,00-83309452,Jennifer,Moore,Male,North Carolina,Raleigh,13-12-2020,Finance,Finance Manager,Master,"96,954",Satisfactory,Yes,18-03-1999,
4120,00-54803688,Karen,Jackson,Female,New York,New York City,27-05-2023,Finance,Financial Analyst,Master,"1,01,587",Needs Improvement,No,21-03-1986,
4121,00-68057084,William,Hernandez,Male,New York,New York City,02-09-2017,Customer Service,Customer Service Manager,High School,"83,793",Satisfactory,No,17-03-2000,
4122,00-32800239,Elizabeth,Jones,Male,New York,Rochester,25-11-2020,IT,IT Support Specialist,PhD,"97,903",Satisfactory,No,22-03-1983,
4123,00-11252986,John,Taylor,Female,New York,Rochester,08-04-2020,Customer Service,Help Desk Technician,Master,"55,905",Satisfactory,No,18-03-1997,
4124,00-50434588,Richard,Anderson,Female,New York,New York City,25-05-2023,Customer Service,Customer Service Representative,PhD,"1,14,237",Good,No,19-03-1995,
4125,00-56132261,Mary,Jones,Male,North Carolina,Greensboro,28-10-2022,Operations,Operations Manager,High School,"90,578",Satisfactory,No,17-03-2000,
4126,00-14355626,Jessica,Davis,Female,Michigan,Grand Rapids,11-11-2022,Customer Service,Help Desk Technician,High School,"82,530",Needs Improvement,No,18-03-1998,
4127,00-39737286,Elizabeth,Smith,Male,New York,Rochester,19-06-2020,Customer Service,Customer Service Representative,High School,"1,00,507",Good,Yes,21-03-1987,
4128,00-53434689,Jennifer,Thomas,Female,Michigan,Grand Rapids,28-03-2018,Sales,Sales Consultant,Bachelor,"66,449",Satisfactory,Yes,25-03-1969,
4129,00-75751370,Thomas,Hernandez,Female,New York,New York City,25-12-2018,IT,IT Manager,PhD,"1,01,283",Excellent,Yes,25-03-1971,
4130,00-19426966,Barbara,Lopez,Male,New York,Rochester,01-04-2020,Sales,Sales Manager,Master,"97,815",Excellent,No,23-03-1978,
4131,00-20865039,Susan,Wilson,Male,New York,Rochester,12-07-2021,Sales,Sales Specialist,High School,"81,393",Good,No,23-03-1978,
4132,00-42075796,Richard,Rodriguez,Male,New York,Buffalo,03-03-2022,Finance,Finance Manager,Master,"98,561",Good,Yes,21-03-1984,
4133,00-65474960,Patricia,Williams,Male,New York,New York City,28-04-2017,Sales,Sales Specialist,PhD,"74,625",Good,No,19-03-1993,
4134,00-59855194,John,Taylor,Male,North Carolina,Charlotte,09-03-2019,Finance,Accounts Payable Specialist,PhD,"58,831",Satisfactory,No,26-03-1967,
4135,00-29505102,Susan,Jackson,Female,New York,Buffalo,25-06-2024,Operations,Logistics Coordinator,PhD,"1,13,712",Good,No,25-03-1969,
4136,00-74657363,Charles,Taylor,Female,New York,Rochester,20-10-2021,IT,IT Support Specialist,Bachelor,"61,177",Good,Yes,25-03-1968,
4137,00-40127432,Mary,Lopez,Female,New York,New York City,19-07-2020,Finance,Finance Manager,Master,"76,852",Good,Yes,22-03-1980,
4138,00-34589016,Jennifer,Lopez,Male,New York,Rochester,17-03-2023,Sales,Sales Manager,PhD,"82,825",Satisfactory,No,18-03-1996,
4139,00-26173422,Robert,Thomas,Female,Michigan,Grand Rapids,19-07-2019,Customer Service,Customer Service Manager,High School,"1,13,944",Needs Improvement,No,22-03-1980,
4140,00-24484665,Karen,Williams,Female,New York,Rochester,04-04-2024,Operations,Inventory Specialist,Bachelor,"1,11,170",Needs Improvement,No,17-03-2003,
4141,00-58696977,Barbara,Davis,Male,New York,Buffalo,19-01-2015,Marketing,Marketing Coordinator,Bachelor,"72,777",Satisfactory,No,19-03-1992,07-08-2016
4142,00-56747767,Susan,Thomas,Male,Pennsylvania,Philadelphia,11-03-2022,Marketing,Content Creator,PhD,"1,09,608",Good,No,22-03-1981,
4143,00-48833388,Jennifer,Martin,Male,New York,Rochester,21-06-2018,Marketing,Marketing Manager,High School,"89,055",Good,Yes,16-03-2004,
4144,00-14742547,Michael,Garcia,Male,New York,Buffalo,12-04-2017,Marketing,Marketing Manager,Bachelor,"66,706",Satisfactory,No,21-03-1985,
4145,00-33369281,Joseph,Martinez,Male,New York,Rochester,10-04-2019,Customer Service,Customer Service Representative,Master,"66,688",Good,Yes,20-03-1990,
4146,00-65453104,John,Brown,Male,Illinois,Naperville,09-10-2020,Sales,Sales Consultant,High School,"81,828",Needs Improvement,No,25-03-1970,28-12-2025
4147,00-67615305,Charles,Hernandez,Male,New York,Rochester,21-06-2022,Finance,Accounts Payable Specialist,Bachelor,"58,795",Good,No,25-03-1969,
4148,00-97166075,John,Brown,Male,New York,New York City,10-05-2022,IT,Software Developer,High School,"1,11,162",Good,Yes,24-03-1973,
4149,00-14029218,Michael,Gonzalez,Male,New York,Buffalo,26-04-2019,Operations,Inventory Specialist,Bachelor,"1,01,417",Needs Improvement,No,21-03-1985,
4150,00-78064258,John,Davis,Male,New York,New York City,24-08-2019,Sales,Sales Specialist,Master,"94,077",Good,No,16-03-2004,
4151,00-75945949,Karen,Johnson,Male,New York,Rochester,09-12-2016,Sales,Sales Specialist,High School,"79,480",Satisfactory,No,24-03-1973,
4152,00-56309968,Michael,Brown,Female,New York,Rochester,02-04-2017,Customer Service,Customer Service Representative,Master,"94,951",Satisfactory,No,18-03-1996,
4153,00-70158229,David,Wilson,Female,New York,Buffalo,24-04-2024,Finance,Finance Manager,Master,"56,217",Satisfactory,No,20-03-1989,23-01-2027
4154,00-77286732,Joseph,Moore,Female,Michigan,Detroit,12-02-2020,Customer Service,Customer Service Manager,Bachelor,"1,02,168",Satisfactory,Yes,22-03-1983,
4155,00-93561987,Elizabeth,Moore,Female,New York,Rochester,23-10-2015,Operations,Logistics Coordinator,Bachelor,"1,16,234",Excellent,No,20-03-1989,
4156,00-32716122,James,Williams,Male,New York,Buffalo,09-05-2016,Marketing,Content Creator,PhD,"1,07,896",Satisfactory,No,24-03-1973,
4157,00-87087174,John,Davis,Male,New York,Buffalo,21-02-2023,IT,IT Manager,PhD,"96,143",Satisfactory,No,23-03-1976,
4158,00-56490192,Robert,Taylor,Female,New York,New York City,02-07-2016,Operations,Inventory Specialist,High School,"92,964",Good,No,21-03-1987,
4159,00-85638866,James,Jones,Female,Pennsylvania,Allentown,02-06-2018,Operations,Logistics Coordinator,Master,"74,865",Good,No,20-03-1988,
4160,00-52928178,Joseph,Thomas,Male,Michigan,Grand Rapids,06-09-2024,Sales,Sales Representative,High School,"81,157",Satisfactory,No,25-03-1970,
4161,00-68643668,David,Hernandez,Male,Michigan,Detroit,18-09-2023,HR,HR Manager,High School,"98,169",Good,No,26-03-1966,
4162,00-63724544,Joseph,Taylor,Female,Michigan,Detroit,03-08-2016,Operations,Operations Analyst,Master,"74,676",Good,No,22-03-1980,
4163,00-25706469,Charles,Martinez,Female,New York,New York City,23-09-2016,HR,HR Assistant,High School,"1,04,403",Good,Yes,22-03-1980,26-07-2021
4164,00-53913260,Linda,Wilson,Male,New York,New York City,29-11-2022,Sales,Sales Representative,High School,"1,07,454",Good,Yes,18-03-1996,09-03-2024
4165,00-13901411,Linda,Miller,Male,New York,Rochester,27-02-2021,Customer Service,Customer Service Manager,High School,"70,701",Good,No,16-03-2004,
4166,00-87556403,Karen,Wilson,Female,Michigan,Grand Rapids,23-07-2024,Sales,Sales Representative,PhD,"78,814",Good,No,23-03-1976,
4167,00-12342376,Michael,Anderson,Male,New York,New York City,24-04-2018,Customer Service,Support Specialist,Bachelor,"99,195",Satisfactory,Yes,22-03-1981,
4168,00-10129023,Joseph,Brown,Female,New York,Rochester,20-01-2022,Sales,Sales Manager,Master,"1,03,166",Satisfactory,No,21-03-1984,
4169,00-48520806,Michael,Jackson,Female,North Carolina,Raleigh,26-06-2020,Sales,Sales Representative,High School,"91,634",Needs Improvement,No,20-03-1988,
4170,00-70477351,Michael,Martin,Male,Ohio,Columbus,07-11-2015,Sales,Sales Representative,Master,"50,738",Good,Yes,26-03-1967,
4171,00-55864791,William,Wilson,Female,New York,Rochester,01-05-2022,IT,IT Support Specialist,Bachelor,"56,563",Needs Improvement,No,22-03-1982,
4172,00-77459666,Susan,Moore,Female,New York,New York City,27-08-2015,Finance,Accountant,Master,"77,832",Satisfactory,No,18-03-1998,
4173,00-89161204,Jennifer,Wilson,Female,New York,Buffalo,07-06-2016,Marketing,Content Creator,Master,"1,14,924",Needs Improvement,Yes,24-03-1972,
4174,00-14384265,Charles,Hernandez,Female,North Carolina,Greensboro,31-07-2015,Customer Service,Support Specialist,High School,"61,878",Satisfactory,No,21-03-1986,
4175,00-52343514,Karen,Anderson,Male,New York,Rochester,23-02-2015,IT,IT Manager,High School,"59,219",Good,Yes,26-03-1967,
4176,00-14687171,Joseph,Miller,Female,Michigan,Warren,05-09-2020,Sales,Sales Specialist,Master,"1,01,444",Needs Improvement,Yes,23-03-1976,
4177,00-41110667,Elizabeth,Thomas,Female,New York,Buffalo,26-09-2017,Operations,Inventory Specialist,Bachelor,"54,251",Good,No,25-03-1969,
